11,12256,11857,3815,4135,12071,8956,1273,12039,9423,373,2391,4832,3656,10864,6281,8874,4284,9454,5817,1497,1208,11051,13039,2020,11847,1465,4482,1356,7076,11092,1725,1998,5547,2264,3781,4103,11976,2456,5976,7968,5108,4599,4634,9471,11591,7305,7049,9170,5529,10154,2966,2731,7585,1871,12581,5887,7074,9913,1300,7483,8023,12611,2094,11351,312,303,9588,5250,9201,6680,8507,11891,8682,11541,8951,9899,344,10730,3976,2746,4374,2722,5975,2515,5674,232,505,6310,3433,3608,6125,8761,12941,6124,2113,10758,784,9793,11371,3536
12,10689,7767,1576,9240,13082,2922,11786,12581,6097,6598,6268,2564,9719,2889,11736,12224,9202,9052,3706,9131,7677,9022,4135,5551,5423,11140,9095,4049,5515,9244,2213,2856,7686,7276,9605,11178,12551,6783,9738,10105,3763,11567,9190,9911,8738,470,3069,11103,11607,344,3815,12063,11314,9398,12096,8296,11247,9072,7281,1390,3844,3348,11491,1017,8421,6509,1207,8882,1502,2336,4356,11758,10360,6623,6115,7967,11359,7698,10886,1569,1229,4513,7397,12946,360,8621,9985,9430,10154,9328,10977,10225,3557,1655,10464,1053,9192,1318,11442,995
13,936,2368,5547,10470,1899,12305,4451,12249,4787,4396,6974,8494,724,3810,5444,6823,2775,8820,1852,4405,5607,2896,11565,2012,10886,8659,9403,8345,1413,4614,12579,8201,6309,4313,7192,7335,12237,5264,1630,11425,4825,4960,6499,2232,11584,1008,1148,4785,9690,4789,11351,1569,5657,1638,8306,12210,3069,9913,6709,12647,8628,4880,5886,10225,5117,2113,8016,12952,4500,2031,8633,7656,12066,10924,287,194,4587,10889,6413,12611,9548,1505,5477,3598,8315,5652,1688,12256,1503,11408,1370,4374,1458,2036,10380,11758,2381,2995,9215,7935
14,9559,3069,6235,11147,5768,4470,9164,604,6630,9251,3504,2893,1850,511,7561,3947,12674,2550,22,11678,9769,3540,8488,6892,3098,12954,12581,5725,7118,627,3801,12901,11184,839,5516,11019,11268,1725,6707,3339,9222,4602,2968,8055,10457,8117,9367,4915,344,3390,3895,4987,8298,7999,8754,6613,10514,2509,4322,9055,8786,8587,1580,11150,12192,6826,8653,12556,5358,6951,11758,3432,6871,1488,3615,10522,4632,3282,4990,8852,11117,4421,9843,12475,12305,1681,6035,3841,9824,2828,6383,12848,9957,11219,12039,8879,12915,6355,11095,143
15,7986,7111,2595,5588,9059,1590,8018,11437,2308,5669,3731,3510,7515,3533,2557,2292,1965,10032,1528,9729,7948,5376,5626,7649,10514,344,8667,2845,648,4714,12784,8698,567,8905,10446,2446,400,7831,9172,1569,9727,10378,7332,7188,2209,2722,11099,6675,12825,12615,3218,11458,10751,5806,12499,8228,10647,8010,10368,11325,5547,6521,4325,9419,7392,2038,7335,4884,8243,6973,4568,11771,3156,10211,5887,2853,6963,5975,7712,8825,11574,5130,3029,660,2332,3433,1950,3953,12346,6681,5677,4657,2170,10978,7419,6297,12833,1705,5516,12768
16,5975,6387,11530,5398,3362,5892,12428,4496,1940,10559,7038,9702,10540,7737,10271,10211,4152,1878,1302,10253,8088,2853,4330,7774,2786,1621,937,11285,9913,10103,5491,1600,4420,10459,2062,7121,5253,3220,1784,12611,274,12273,905,6183,12940,983,10456,1998,11144,523,155,1497,4411,5962,4245,7335,5265,12266,354,4694,9724,9513,4468,1887,11184,2903,10575,6463,9674,8334,669,10936,6608,6225,1330,12108,11475,3167,10595,2762,7828,12770,6638,6453,2013,9612,3609,10154,6181,7964,2593,9498,11759,12314,7483,10786,12332,6530,8421,8010
17,5267,10741,8314,11850,6823,12807,8135,9285,6892,7732,3460,12236,10886,4273,2960,6227,4396,1503,7968,3044,1064,12509,9718,9227,10176,2593,3300,4653,2264,8169,344,9175,5547,11762,1229,8515,12493,3504,321,383,11982,7706,12378,12088,3656,843,9548,12224,10884,4686,10360,3770,8876,10739,2286,11392,9272,7439,2232,2560,94,3682,9588,11118,2819,615,12635,6729,4689,12256,7041,10918,12079,8749,3480,11924,13021,4612,11712,2217,2133,6963,6355,8077,8710,10317,7641,10689,11215,3838,9216,2020,8190,5795,6796,7339,10522,5501,3823,6951
18,3575,6598,1575,5133,1447,8259,6848,2527,2828,5994,9957,5096,8290,440,5962,1599,9720,4884,6823,12317,9307,3536,4641,2418,11430,2381,10360,5345,8733,10877,9791,8399,4364,2749,4619,4448,7599,2726,10745,194,1224,5547,6347,9483,2232,1899,9717,5208,1663,1964,4459,7136,8717,7712,1002,12163,8951,4361,2613,3615,3274,8089,7571,3069,3551,3157,7334,1458,11676,2800,8395,2184,3433,4196,6109,3608,3953,7180,1584,9566,2390,10870,10540,6796,4374,7335,9125,195,12188,680,5858,1510,5191,5887,661,1363,12300,3098,3462,6231
19,11863,7934,4079,7391,6355,4516,13039,12773,8874,10103,6761,12938,10314,7712,7141,2762,8749,210,11303,3456,12484,5902,567,5,5938,2281,9616,3498,11571,6964,4280,5507,966,6087,1569,5516,10656,1999,9440,9913,4405,194,8947,10601,6253,9977,12941,375,2911,8141,5781,5208,5607,5537,588,7315,10456,9957,9211,11984,6247,5127,1887,10758,3899,794,447,4993,491,9276,6225,12272,5520,4764,6373,5376,10339,1002,1995,1841,7270,4335,12546,7845,5355,11857,1542,6591,11359,6180,2748,5826,6823,1584,8090,5512,9152,10368,12843,11716
20,2911,3557,5009,10343,12649,8456,4680,3362,2450,8076,10921,5256,4039,7019,8135,12256,2369,3245,10572,11225,9670,9367,10402,9483,12305,9413,11214,10305,12132,2835,8882,3475,456,10022,2241,1177,3069,6973,11814,5547,6822,5559,2767,4952,4907,8749,7335,135,9178,6303,470,11285,5961,2355,584,11991,4396,4217,2530,1604,9891,8920,12489,10599,2828,1965,8190,9258,12768,7048,12784,7828,4641,5516,6530,8089,2325,4374,12611,6061,8488,4699,5768,6453,4539,656,1639,2788,3933,3052,4052,1132,9445,10646,11043,12088,7260,5322,8852,12208
21,3368,10565,7641,8920,12938,6244,8288,3213,1704,5128,8715,5196,3069,1412,1484,669,9562,7430,10886,6121,10656,1242,11717,3472,3608,6981,11260,12586,3422,5064,2389,10540,3557,6035,13049,3646,563,11565,2593,695,9089,8621,94,10548,4541,2113,4188,3542,4923,9506,11976,10017,6129,12601,1346,12804,344,7859,4787,11961,567,10763,440,3794,6963,2624,5768,2469,11833,5887,10875,12355,5337,9913,3931,3172,3528,1623,2938,12417,8186,6355,5289,1727,7932,8710,2325,621,8136,11634,4443,2820,10263,11975,2767,11443,6126,195,3098,9157
22,5516,9904,2124,12120,10522,694,5104,9913,3069,851,6244,7571,12788,3513,7706,9580,11627,648,3220,7986,6228,2593,9709,3124,8267,1060,3244,621,3090,519,287,295,1158,1621,1102,5021,7947,3228,11830,3332,9390,2285,7972,59,4103,2963,8891,13039,4694,9853,6421,1277,12475,1024,8864,3746,12526,9147,4850,12332,9658,5755,1668,3779,12807,2622,3749,1062,9163,8259,695,7705,11530,7845,11733,5797,1333,11098,9276,8798,268,12499,4056,4707,3785,10463,8394,7017,1319,13069,10904,6640,10756,1894,9419,9286,4502,3807,8489,2252
23,11229,10098,139,9603,8686,10590,9145,8335,7213,5406,12088,3765,10344,9804,9423,5843,2724,767,1730,11758,11661,12484,3717,9913,10664,10583,12469,10756,121,4975,65,10080,6911,1725,6823,7171,1297,7063,8485,7656,2184,1664,1639,11875,5491,10347,287,2278,9720,6262,22,7935,4052,8858,10710,5140,6129,584,11996,10191,11436,10814,11684,5612,1883,7206,8882,12564,10302,2918,1497,6175,11223,2984,7114,7795,3423,8770,12724,11940,2675,10360,12730,13088,11961,9238,1835,12886,3680,7526,6788,795,7440,5790,5213,5516,10739,2325,1649,8540
24,5869,12549,12796,5730,10763,6337,2325,757,936,5494,2864,10921,2044,8439,2820,2381,7100,6525,3316,4428,6071,6109,6388,10575,10,12699,8722,2696,12849,12765,5994,10601,3461,12551,2793,4180,6963,3909,143,7303,2700,12745,9244,1629,2722,6504,6678,5110,12993,10410,4006,6826,10886,6076,1314,2001,4322,10325,194,9147,11727,11331,4374,6973,6744,6129,11879,5019,7552,877,3477,9306,5973,11526,7954,6807,10642,3733,8563,1839,820,1497,11582,11109,6114,12887,3172,9422,7940,5612,12554,6927,1595,9823,9319,12146,4612,5547,4178,12120
25,192,11402,12969,4962,4222,2286,4657,10540,9208,931,1306,11295,5049,11108,6730,11014,8525,11678,11225,11103,8619,3682,4776,6309,1617,12916,11637,12843,1630,8723,894,8628,11206,9405,1187,9761,2973,11996,11231,7340,3125,5457,9591,12198,5819,2433,1492,4554,1067,1849,10324,1980,3063,1380,12256,1354,1173,11278,5101,7978,22,1618,11430,3014,3311,3517,9125,1389,10771,8315,2893,11395,5345,10553,8335,8540,338,10601,169,12581,1691,7246,11041,7426,8620,9592,4056,8254,6951,7586,11045,12930,6697,10763,2036,7797,3004,5745,5547,11109
26,8164,10847,4451,4229,4975,8314,4722,9686,5688,5516,4242,1145,1858,9056,7118,11603,250,713,116,10758,1380,11283,4421,2062,12011,2484,9798,8749,1554,2370,3867,9328,6551,13070,9024,6235,3981,7737,8933,12177,5208,7113,7074,3044,5509,10203,12175,6252,2722,7940,10852,12689,12936,12252,10056,1550,9135,8911,2066,8345,9688,1725,6675,10887,4502,3804,1853,5808,7688,11901,6707,2509,9181,7354,6575,5821,4479,5713,8421,1887,8628,1326,3011,1227,11926,2701,5628,7281,5048,3782,5902,8259,790,7947,12968,12611,4764,3680,1505,1017
27,9574,12993,3125,1725,2069,8171,8244,8731,12134,5883,12062,2273,4346,2409,9891,5948,6197,3245,1779,8089,2365,11868,3474,1572,12191,4039,10886,7480,12410,11543,9706,3448,3069,11027,12287,10540,12673,1850,3928,5208,8807,9842,5811,8749,8296,1681,5951,7960,7760,567,12736,6973,2200,6549,3423,249,2780,11758,9310,12968,10080,753,5384,5593,9913,7715,1871,12597,556,1318,6694,641,6258,11081,7134,8595,7038,10792,8216,5224,10246,6121,8659,12927,11571,12226,6667,3027,5700,10302,40,7089,9328,6087,7094,12615,2655,11472,12955,681
28,12312,8038,6132,326,4734,1461,11983,12417,3462,7303,2762,1776,11150,6030,3069,8030,59,8539,12040,11600,3091,390,656,5626,8259,12062,3494,6875,11716,11857,8478,10880,5567,9475,5516,6826,621,10038,1758,753,10522,9469,12359,11207,2770,3784,8314,8010,1831,8633,671,7737,7845,6049,1177,6235,3794,344,9530,5611,4265,10022,5119,9284,1980,2722,11027,2272,1388,7656,10228,5547,4325,9647,1639,4151,6879,5267,9060,2374,539,2409,5274,13084,8710,1704,3928,9967,4168,2023,4884,11556,4255,5075,1167,3029,4284,10751,533,6998
29,1877,8848,2782,2749,9977,9367,2312,9486,8512,12809,11676,1380,3550,4087,602,6864,11582,10635,11130,8404,567,11865,5155,5870,12850,8726,295,1925,5059,4280,6911,5172,10763,11260,11074,4498,6183,1389,2273,7656,7270,3250,3097,3406,6462,9484,8407,4897,6132,8135,4284,1497,2828,6109,3069,11652,9612,4356,11571,3156,6855,1333,7826,1163,1569,7335,10992,8731,3836,1678,5789,5444,8017,3513,3029,4991,5547,12012,9837,12088,2981,120,2762,12581,7647,5100,2473,12277,11225,10814,5418,12051,10358,10730,6284,7620,10357,4141,4039,2800
30,12581,11088,10646,72,5267,6054,7004,10912,4801,10051,10922,11565,4764,268,6225,4047,7922,2346,11446,2781,11612,8772,12440,7986,9315,511,6901,7162,311,12608,8416,4699,2286,11370,10614,2516,12611,3813,12511,11735,3098,8160,7154,11710,7136,12204,4482,6420,12677,10216,12841,11140,9548,11749,3947,12631,9450,2936,12586,9761,11854,7681,9982,3901,1497,4158,11714,3615,12874,4741,3805,8287,7656,75,6974,12887,5516,10260,11285,8010,7712,8621,608,6284,440,7489,12271,8913,10918,1584,9042,11698,9532,11996,5274,358,12615,1431,5789,1569
31,8661,7984,1056,13050,2372,7977,1505,4793,115,7322,8298,430,9957,8867,7973,9147,5669,11206,9470,5091,10392,2722,2213,851,9245,12332,11988,617,933,417,2488,567,1286,6183,9720,7380,12277,8259,2004,8879,5046,4785,9233,1783,571,3194,2308,11678,5956,6006,9454,5723,4006,5108,12881,12611,5869,8738,11043,7737,4694,5177,6534,8786,12324,11804,11136,8749,11637,1326,5041,6796,2644,1630,9328,1380,4498,12489,11017,6660,10570,4265,10339,466,1584,8621,491,4168,1053,6283,11331,2390,12946,9164,1461,5975,7077,675,5100,12401
32,7502,6675,4135,621,816,2848,12788,10912,5604,6225,9913,9957,7682,2856,12250,6643,10048,10990,4694,8428,6373,3836,8247,3332,9921,12581,1843,3981,8921,5804,8443,5009,2264,6823,1458,7493,99,3984,6635,4641,11101,4787,11501,5884,8749,8260,4421,5902,3746,9811,12183,5806,12205,1354,7228,3641,8992,6591,590,5547,10614,10182,560,7037,5768,7712,1905,11403,1541,11929,12883,2618,8776,10011,6313,966,6921,3491,12187,11781,8917,4933,10749,4446,1705,6862,12673,4003,11092,11425,3733,9224,6837,2593,3456,5828,5948,10870,11897,129
33,1792,7098,4405,2054,6974,5449,627,11001,8540,3382,3602,8135,12006,7308,6808,6823,3433,995,4912,3233,4690,4327,268,4836,12682,8579,9525,6363,9769,3611,5128,792,6094,443,1242,5956,7515,1667,9206,1763,12796,11996,11140,7316,5547,11979,6512,7335,9869,4232,5892,12431,3926,12812,11430,13011,11664,10540,12171,5516,1085,1505,6225,5091,4374,5843,787,8945,4975,4322,641,8140,1002,11639,1619,10594,10070,2269,11600,8146,12329,12922,6781,6602,1364,6811,9921,7470,9037,6268,7697,12302,9684,11260,9468,1497,7986,8286,3993,3314
34,9422,446,9316,5610,6512,9964,2956,3957,4884,9147,10886,10907,173,12126,12611,6079,8858,4806,10668,1346,7885,8089,10800,12383,12240,12293,7620,12938,2189,5860,597,9982,7260,11211,5700,2491,5606,2841,295,5337,10009,8867,1529,1265,6911,148,4207,10783,11935,5654,4550,12336,1412,4284,9566,11784,1510,1220,2894,10368,4825,115,12984,6818,4295,12874,3382,10881,6036,23,7464,8372,4787,11762,8190,11613,621,544,2001,1475,1389,11577,5064,268,1569,6761,287,1621,2457,3794,10830,10484,9206,9056,2781,10074,10235,2286,11573,9690
35,12521,8286,2144,13049,6235,3464,3656,2593,2828,4510,5892,9440,12322,7736,9823,12630,1353,3959,1953,6721,3721,3597,541,4232,5516,7710,6391,6268,5707,2613,11062,6921,6226,7149,5787,3454,10502,6151,7340,9349,655,6440,6577,8913,2213,8729,6091,12611,6837,4892,12689,1505,9548,9441,8190,3487,5424,5700,2696,8135,3270,8497,8111,2286,2687,9688,9059,5911,6471,6087,2583,120,12330,4178,6453,12130,12205,12615,9390,11614,3052,6350,11509,7760,10022,12586,9720,2722,13076,5208,12484,5955,9761,8621,4856,3191,4374,4543,4888,7799
36,12843,4343,1859,8754,1251,6974,12673,377,580,3209,8273,11716,1409,6643,9642,5548,11221,5547,8841,2889,4370,11708,4251,6669,5923,3615,164,13088,8360,12807,4394,8189,8766,11446,6817,300,2481,6168,5833,10751,11363,11781,4421,6994,11130,8633,8017,11356,3654,9355,5781,9242,2097,744,6184,6512,8010,5286,3196,7513,10605,11292,12325,12224,5737,10497,59,6440,11749,3533,11285,759,11996,11831,11971,8014,8573,7831,9328,3609,450,10523,6225,7552,7315,1277,9084,392,11489,4610,1166,7948,2786,6284,11271,9189,2389,9578,8135,10651
37,2035,5983,12884,8858,5485,4421,11211,8452,11126,7996,4049,11006,12252,2213,5975,12114,4742,12406,2448,295,1769,8446,4374,2988,11215,7377,5516,3316,8267,11765,8174,12383,4135,10523,4915,5137,11597,2847,4053,6281,2005,621,11326,5051,10290,9723,797,5184,12611,5737,4541,1505,6087,10575,4479,590,5912,7513,1980,1131,12259,7089,9046,9501,9002,7335,5948,10684,5746,3631,6951,4641,11758,11137,8601,194,9286,466,5342,9486,1786,2886,8259,2392,11244,4044,10883,2816,10757,7952,12204,3870,1569,6129,7063,4949,5008,10515,3202,3159
38,6516,3267,12484,8259,11777,438,1537,8609,3909,10659,2536,10886,7706,7090,2911,6387,11531,5892,3781,75,9114,10756,4975,4488,11215,295,9452,8330,1569,406,5975,5217,6129,8135,5009,6840,3044,12013,7272,11716,11130,8621,5376,9765,11487,1420,5547,6659,4764,11036,10670,12764,13010,10006,12926,9212,3352,11891,1413,4306,6654,6373,3653,9282,514,11271,12079,7656,7302,12977,5755,509,8559,6765,2325,3029,9913,10884,9678,3474,12472,8610,9422,709,860,11901,88,6190,11264,10212,11908,12878,7221,9100,8749,12272,6534,1601,8940,12586
39,5768,9913,7287,10505,3667,10682,8621,8674,1590,9700,787,9886,6675,9154,6973,698,7205,4681,632,2911,11208,4657,11765,6175,1758,8004,8081,6147,5350,3597,5949,5243,5128,9382,9977,9358,8259,1353,3044,194,6678,11901,9609,2230,5730,3490,3434,9720,1569,5100,5473,11313,4785,3705,7941,10524,6875,344,8070,5140,5042,6609,8117,11027,12616,9983,12807,7076,7764,590,6691,7472,1894,3247,5091,12793,2825,2829,4680,7101,4932,2467,6855,6524,3311,9683,6981,4876,1286,8089,11249,8190,12581,588,7995,11092,3003,493,613,1475
40,11945,1149,155,4791,6440,4421,7230,890,9390,7647,8659,4763,3069,6529,5196,7011,8591,4004,9719,11143,12177,1660,656,10127,626,7946,8017,7322,11285,12507,4487,10749,9548,12706,1590,1346,5579,7934,4635,1129,2063,3098,2828,9705,2896,5503,8294,2210,10841,10994,11857,762,5393,10480,8117,7176,2026,9669,5114,2562,3187,8456,4229,4713,4186,4011,1217,11637,2261,3481,3771,6973,7535,955,5819,3208,1630,8788,6354,4793,6667,4052,8621,8876,8288,7855,4856,3440,1920,4714,12305,10659,5768,5547,1939,11431,4242,1894,5892,8607
41,1619,2589,2564,2621,1779,8738,2070,4255,5078,9251,1914,6936,10813,8027,7659,7235,5500,3339,11670,5684,10763,5580,1118,6338,10875,338,8005,12419,4338,3427,3029,10597,4247,9094,2749,6617,337,11863,10550,9063,6571,1912,8252,4317,5882,1071,7377,7978,4577,11478,6872,5768,7426,12019,1905,11946,7550,5516,282,10867,3118,4642,5101,8016,6183,7552,10038,22,5703,7771,7954,584,12650,3800,1569,702,5593,1143,8259,9307,4619,7986,10360,1541,11119,1587,8456,1286,6383,139,12503,10540,287,6509,5854,6463,11758,6841,12259,5092
42,2593,7088,2722,6235,10218,1138,8146,12634,6282,9811,7464,5224,8731,10211,4364,8075,9489,8480,11865,10810,1789,8203,1985,12299,345,2782,5702,11913,8527,6973,10717,7208,10186,2698,9994,10886,1177,8190,2546,3264,11839,8645,2493,5420,6355,10756,3069,11285,10889,11253,7521,10401,13012,11092,9616,11306,6345,8205,2781,3487,3891,11786,3044,7977,5547,7504,6963,7974,8298,5975,12411,9957,12687,11758,13041,8089,6808,8533,3490,2800,1247,7339,10368,3602,4431,10275,4587,6691,4178,7656,9980,5994,6640,944,10094,199,5713,256,10360,8683
43,10969,9777,5758,11991,11130,9147,11847,11269,9601,1390,1401,3213,4002,12188,9957,11487,7967,9028,12202,8294,344,6973,3461,11395,12553,1177,6222,10391,8754,11758,8620,8462,6808,6856,4971,12411,9853,13000,12068,7054,8882,3541,745,2593,9409,604,10455,9458,2780,7653,4735,2370,6551,4659,7672,8596,4149,8788,10842,3069,2113,4135,5887,2637,8933,9174,12507,11747,627,7934,8544,9891,7426,8060,12634,5386,12491,8216,11671,8878,303,8174,4653,12638,5046,567,12329,9063,4884,6443,7808,11490,2204,5078,6962,9913,5713,10385,3724,6817
44,10889,11446,2593,5256,11565,3723,11443,6625,9252,8171,9165,2148,11716,10455,2184,13039,11017,4443,12067,1163,1266,10368,7218,2788,10626,12305,6606,8133,10594,11897,2026,10271,9362,2505,9720,10868,4140,12611,5458,3782,10730,8731,9225,7322,5224,9689,11366,2113,8135,5628,1198,7880,3423,11908,4229,2261,6962,433,6576,2911,9335,6512,5640,2828,11600,6129,3348,8831,5009,12272,12746,6778,1439,1679,8965,8728,10476,12907,6062,4856,8395,5507,4482,1894,8738,3245,3716,543,9241,383,11434,1996,1941,2751,4920,1503,9164,7315,1727,6890
45,1789,11582,4103,5140,4019,6510,4734,8946,7852,2623,1951,11769,2575,9328,7504,1244,5375,12515,11542,12417,2536,11758,5516,6927,3984,6512,3596,10907,4482,8512,9131,11246,1497,5758,3796,9843,11088,11984,11395,1355,9316,344,10360,7364,10302,5612,5208,11344,11746,8879,12186,12611,2066,1928,11530,3753,4927,2978,7335,9592,2648,621,8754,10368,2321,2281,9001,1163,13039,2077,1078,9720,4137,5975,9299,10540,8605,1016,2225,4329,8202,7019,694,627,3300,2012,6384,5064,2063,12512,12807,4857,6287,10482,5376,5979,5345,2406,12638,1725
46,440,10722,11939,12365,9483,7497,3024,8882,10836,7656,6697,5434,12305,6561,2036,9913,4425,4229,10289,4568,6837,3069,6974,12673,5806,9094,5812,1324,4866,10596,4643,7833,4500,6188,4135,983,1599,5441,10330,3893,2077,9328,8462,5671,1663,8296,5514,6181,9658,7121,2066,10356,10188,8541,2495,2593,13088,11276,1426,1887,11678,8169,6088,11148,11907,2325,7649,539,11891,5700,9251,3928,11857,12271,2302,12581,933,10754,1220,6678,3314,12484,8763,1389,6540,7470,2781,11439,8646,3808,10531,425,11506,8954,2356,10657,1295,9667,6855,2106
47,590,4141,11363,11762,4223,2325,12076,4135,9645,10027,12581,6225,3390,10771,7968,10661,10857,11068,13039,10983,9774,3717,10413,12191,11184,12120,6598,8064,5757,5892,10360,4152,8290,8288,6714,12847,5993,2082,3981,6820,12244,12224,5732,1177,295,7338,4974,4758,7118,11571,3504,1667,5477,2941,139,2869,3194,8963,2737,9811,11446,5516,10693,12833,10346,3353,9059,5884,762,8190,1531,11891,10886,3083,9367,10339,8345,628,1387,6444,9635,5128,8590,3530,330,6710,11565,10763,11092,5423,11285,1616,6445,1893,367,8621,2210,10441,2727,11489
